instance_id,scenario,subtype,subtype_zh,migration_type,migration_type_zh,implementation_scope,implementation_scope_zh,logic_equivalence_scope,logic_equivalence_scope_zh,repo_full_name,repo_created_at,repo_stars,pr_number,pr_url,pr_created_at,title,body_summary,changed_file_summary,has_tests_before,has_tests_before_zh,adds_new_tests,adds_new_tests_zh,auto_signals,auto_signals_zh,manual_label,manual_label_zh,source_language,source_language_zh,target_language,target_language_zh,source_version,target_version,migration_pattern,test_framework,test_framework_zh,build_system,build_system_zh,reproducible,reproducible_zh,issue_rewrite_ready,issue_rewrite_ready_zh,leakage_risk,leakage_risk_zh,exclude_reason,exclude_reason_zh,reviewer,cross_check_status,cross_check_status_zh,notes
python_java__melihbirim__csvql__pr41,language_migration,python_java,Python 到 Java,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,melihbirim/csvql,2026-02-23T10:37:50Z,10,41,https://github.com/melihbirim/csvql/pull/41,2026-04-14T16:31:28Z,Feat/python lib,Python lib added,.github/workflows/release.yml; .gitignore; build.zig; python/csvql/__init__.py; python/csvql/_loader.py; python/examples/basic.py; python/examples/pandas_example.py; python/pyproject.toml; python/setup.py; src/lib.zig,true,是,false,否,touches_code,修改代码,,正例=positive；负例=negative；不确定=uncertain,python,Python,java,Java,,,,,,setuptools,setuptools,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
python_java__oliver-zehentleitner__unicorn-binance-rest-api__pr95,language_migration,python_java,Python 到 Java,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,oliver-zehentleitner/unicorn-binance-rest-api,2021-04-03T15:55:50Z,68,95,https://github.com/oliver-zehentleitner/unicorn-binance-rest-api/pull/95,2026-04-08T13:43:44Z,"Add Python 3.14 support, drop Python 3.8","## Summary - Drop Python 3.8 (EOL Oct 2024), minimum is now 3.9 - Add Python 3.14 support - Remove leftover `simplejson` dependency from `pyproject.toml` (inconsistency carried over from before #94 was merged to fork) - Remove `importlib-metadata` conditional dep (was only needed for py<3.8) ##...",.github/workflows/build_wheels.yml; .github/workflows/unit-tests.yml; environment.yml; meta.yaml; pyproject.toml; requirements.txt; setup.py; unicorn_binance_rest_api/helpers.py,true,是,false,否,touches_code,修改代码,,正例=positive；负例=negative；不确定=uncertain,python,Python,java,Java,,,,,,setuptools,setuptools,unknown,待确认,needs_check,还需检查,medium,中,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
python_java__openrewrite__rewrite__pr7239,language_migration,python_java,Python 到 Java,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,openrewrite/rewrite,2020-05-12T20:16:14Z,3407,7239,https://github.com/openrewrite/rewrite/pull/7239,2026-04-02T08:18:15Z,Fix `ChangeType` `UnsupportedOperationException` on JS `FunctionCall` nodes,"## Motivation When running Java recipes (e.g., `NoGuavaPredicate` → `ChangeType`) against repositories containing JavaScript files, `ChangeType.postVisit()` throws `UnsupportedOperationException` on `JS.FunctionCall` nodes. This was discovered in flagship recipe run alerts on app.moderne.io — the...",rewrite-csharp/csharp/OpenRewrite/Java/Rpc/JavaReceiver.cs; rewrite-csharp/csharp/OpenRewrite/Java/Rpc/JavaSender.cs; rewrite-java/src/main/java/org/openrewrite/java/ChangeType.java; rewrite-java/src/main/java/org/openrewrite/java/internal/rpc/JavaReceiver.java; rewrite-java/src/main/java/org/openrewrite/java/internal/rpc/JavaSender.java; rewrite-javascript/rewrite/src/java/rpc.ts; rewrite-javascript/src/integTest/java/org/openrewrite/javascript/ChangeTypeAdaptabilityTest.java; rewrite-python/rewrite/src/rewrite/rpc/python_receiver.py; rewrite-python/rewrite/src/rewrite/rpc/python_sender.py,true,是,false,否,cross_language_mapping_visible; touches_code,可见跨语言对应关系；修改代码,,正例=positive；负例=negative；不确定=uncertain,python,Python,java,Java,,,,,,,,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
python_java__radareorg__radare2-bindings__pr241,language_migration,python_java,Python 到 Java,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,radareorg/radare2-bindings,2013-12-19T22:49:47Z,135,241,https://github.com/radareorg/radare2-bindings/pull/241,2026-04-13T12:48:24Z,fix python bindings,"**Checklist** - [ ] Closing issues: #issue - [ ] Mark this if you consider it ready to merge - [ ] I've added tests (optional) - [ ] I wrote some documentation **Description** <!-- Explain in detail the purpose of this contribution, with enough information to help us understand better the patch -->",.gitignore; r2libr/libr/r_hash.py; r2libr/tests/test_r2libr.py; r2libr/tools/gen.py,true,是,false,否,touches_code; touches_tests,修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,java,Java,,,,test_files_detected,检测到测试文件,,,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
python_java__relf__EGObox__pr410,language_migration,python_java,Python 到 Java,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,relf/EGObox,2020-08-27T08:07:45Z,172,410,https://github.com/relf/EGObox/pull/410,2026-04-08T09:58:06Z,Fix Python examples ,This PR fixes Python examples which now handles minimize optim result properly. Btw `hot_start` can be a boolean equivalent to previously `hot_start=0`,python/egobox/egobox.pyi; python/egobox/examples/branin_fcstr.py; python/egobox/examples/branin_nans.py; python/egobox/examples/g24.py; python/egobox/examples/g24_fcstr.py; python/egobox/examples/rastrigin.py; python/egobox/examples/rosenbrock_2d_trego.py; python/egobox/tests/test_egor.py; python/src/egor.rs,true,是,false,否,touches_code; touches_tests,修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,java,Java,,,,test_files_detected,检测到测试文件,,,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
python_java__sogno-platform__cimgen__pr76,language_migration,python_java,Python 到 Java,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,sogno-platform/cimgen,2021-07-15T17:17:39Z,24,76,https://github.com/sogno-platform/cimgen/pull/76,2026-04-11T19:26:38Z,Cleanup python,This adds modern tooling for python. It removes redundant details in the README and the docker setup which has never been used extensively.,.devcontainer/Dockerfile.dev; .devcontainer/devcontainer.json; .flake8; .gitignore; .pre-commit-config.yaml; Dockerfile; MANIFEST.in; Makefile; README.md; cimgen/cimgen.py; cimgen/languages/cpp/lang_pack.py; cimgen/languages/java/lang_pack.py; cimgen/languages/javascript/lang_pack.py; cimgen/languages/modernpython/lang_pack.py; cimgen/languages/python/lang_pack.py; docs/CIMgenProjects.md; docs/images/cimgen_concept.svg; docs/images/cimgen_logo.svg; docs/past-commits.txt; documentation/images/cimgen_logo.png,true,是,false,否,touches_code,修改代码,,正例=positive；负例=negative；不确定=uncertain,python,Python,java,Java,,,,,,poetry,Poetry,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
python_java__strata-org__Strata__pr823,language_migration,python_java,Python 到 Java,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,strata-org/Strata,2025-07-23T18:06:13Z,152,823,https://github.com/strata-org/Strata/pull/823,2026-04-09T23:31:59Z,Add synthetic Python tests covering many Python constructs,This PR adds 326 Python tests that cover many Python constructs. Each test is simple and follows the same structure: ```python def some_function(): # do some computation assert(...) # This assert must be proven valid some_function() ``` The tests that can be analyzed with Strata and for which the...,.github/workflows/ci.yml; StrataTest/Languages/Python/expected_laurel/test_any_arithmetic.expected; StrataTest/Languages/Python/expected_laurel/test_any_bool.expected; StrataTest/Languages/Python/expected_laurel/test_any_comparison.expected; StrataTest/Languages/Python/expected_laurel/test_any_dict.expected; StrataTest/Languages/Python/expected_laurel/test_any_in_if.expected; StrataTest/Languages/Python/expected_laurel/test_any_int.expected; StrataTest/Languages/Python/expected_laurel/test_any_list.expected; StrataTest/Languages/Python/expected_laurel/test_any_reassign_type.expected; StrataTest/Languages/Python/expected_laurel/test_any_str.expected; StrataTest/Languages/Python/expected_laurel/test_any_to_int.expected; StrataTest/Languages/Python/expected_laurel/test_any_to_str.expected; StrataTest/Languages/Python/expected_laurel/test_assert_false.expected; StrataTest/Languages/Python/expected_laurel/test_assert_no_msg.expected; StrataTest/Languages/Python/expected_laurel/test_augadd.expected; StrataTest/Languages/Python/expected_laurel/test_augadd_list.expected; StrataTest/Languages/Python/expected_laurel/test_augadd_str.expected; StrataTest/Languages/Python/expected_laurel/test_augfloordiv.expected; StrataTest/Languages/Python/expected_laurel/test_augmul.expected; StrataTest/Languages/Python/expected_laurel/test_augsub.expected,true,是,true,是,adds_new_tests; touches_code; touches_tests,新增测试；修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,java,Java,,,,test_files_detected,检测到测试文件,,,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
python_java__texus__TGUI__pr351,language_migration,python_java,Python 到 Java,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,texus/TGUI,2012-05-05T15:38:22Z,1032,351,https://github.com/texus/TGUI/pull/351,2026-04-13T14:18:22Z,Minor python fixups,,themes/development/Black/generate.py,true,是,false,否,touches_code,修改代码,,正例=positive；负例=negative；不确定=uncertain,python,Python,java,Java,,,,,,,,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
python_java__tradestreamhq__tradestream__pr1797,language_migration,python_java,Python 到 Java,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,tradestreamhq/tradestream,2024-11-03T01:26:40Z,7,1797,https://github.com/tradestreamhq/tradestream/pull/1797,2026-03-10T22:53:13Z,Add VectorBT backtesting ADR and YAML strategy loader,## Summary - Add ADR documenting the decision to migrate backtesting from ta4j (Java) to VectorBT (Python) at `specs/vectorbt-backtesting/SPEC.md` - Implement `YamlStrategyLoader` that reads YAML strategy specs and generates entry/exit signals for VectorBT backtesting - Add integration tests...,services/backtesting/BUILD; services/backtesting/tests/test_yaml_strategy_loader.py; services/backtesting/yaml_strategy_loader.py; specs/vectorbt-backtesting/SPEC.md,true,是,true,是,adds_new_tests; touches_code; touches_tests,新增测试；修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,java,Java,,,,test_files_detected,检测到测试文件,,,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
python_java__wdas__unf__pr34,language_migration,python_java,Python 到 Java,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,wdas/unf,2022-05-03T23:18:29Z,69,34,https://github.com/wdas/unf/pull/34,2026-03-30T23:37:53Z,python: remove support for Boost::python,We no longer support USD < 25.11. Remove dead code. Resolves: PUP-3206,.github/workflows/test-linux.yml; .github/workflows/test-windows.yml; CMakeLists.txt; cmake/modules/FindUSD.cmake; doc/sphinx/release/release_notes.rst; src/CMakeLists.txt; src/python/CMakeLists.txt; src/python/predicate.h; src/python/wrapBroker.cpp; src/python/wrapCapturePredicate.cpp; src/python/wrapNotice.cpp; src/python/wrapTransaction.cpp,true,是,false,否,touches_code,修改代码,,正例=positive；负例=negative；不确定=uncertain,python,Python,java,Java,,,,,,cmake,CMake,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
python_java__wrangleworks__WranglesPY__pr955,language_migration,python_java,Python 到 Java,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,wrangleworks/WranglesPY,2021-10-16T18:30:26Z,5,955,https://github.com/wrangleworks/WranglesPY/pull/955,2026-04-03T17:27:57Z,Python variables,,tests/recipes/wrangles/test_main.py; wrangles/recipe.py; wrangles/recipe_wrangles/main.py; wrangles/utils.py,true,是,false,否,touches_code; touches_tests,修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,java,Java,,,,test_files_detected,检测到测试文件,,,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
